,Loyalty_Number,Year,Month,Flights_Booked,Flights_with_Companions,Total_Flights,Distance,Points_Accumulated,Points_Redeemed,Dollar_Cost_Points_Redeemed,Province,City,Postal_Code,Gender,Education,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Salary
325007,904736,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,Divorced,Aurora,10963.96,Standard,2016,9,72656
325031,904741,2018,12,6,5,11,4191,419.0,0,0,Ontario,Toronto,M2M 7K8,Male,Bachelor,Divorced,Nova,4416.21,Standard,2014,9,77241
325055,904805,2018,12,5,5,10,1600,160.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Single,Star,4974.87,Standard,2016,12,67132
325079,904920,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,College,Single,Aurora,10915.36,Standard,2015,10,79381
325103,904974,2018,12,1,0,1,1695,169.0,0,0,Ontario,Toronto,M1R 4K3,Female,Bachelor,Married,Nova,3837.45,Standard,2018,10,47917
325127,904992,2018,12,5,5,10,4050,405.0,0,0,Ontario,Trenton,K8V 4B2,Male,Bachelor,Married,Nova,3653.7,2018 Promotion,2018,4,71883
325151,905161,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Divorced,Aurora,19393.21,Standard,2018,10,83497
325175,905180,2018,11,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Female,Bachelor,Married,Star,4144.87,Standard,2013,11,79088
325199,905213,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Master,Married,Star,4237.37,Standard,2015,10,132353
325223,905288,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Single,Nova,5714.23,Standard,2018,6,90241
325247,905320,2018,11,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Star,2471.53,Standard,2013,5,101933
325271,905360,2018,12,14,0,14,1652,165.0,0,0,Ontario,Toronto,M8Y 4K8,Male,Doctor,Married,Nova,7744.64,2018 Promotion,2018,3,334931
325295,905469,2018,12,2,0,2,398,39.0,0,0,Manitoba,Winnipeg,R3R 3T4,Male,Bachelor,Divorced,Star,4475.16,Standard,2018,10,85338
325319,905478,2018,11,3,0,3,252,25.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,College,Single,Star,2321.88,Standard,2014,2,79381
325343,905497,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,College,Married,Aurora,5161.79,Standard,2012,6,79381
325367,905569,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Male,Bachelor,Married,Star,2439.93,Standard,2015,10,69135
325391,905787,2018,12,10,5,15,3750,375.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Single,Aurora,14514.01,Standard,2014,12,96852
325415,905806,2018,12,13,0,13,3354,335.0,0,0,Ontario,Toronto,M8Y 4K8,Male,College,Married,Aurora,20455.25,Standard,2013,6,79381
325439,905854,2018,12,0,0,0,0,0.0,0,0,British Columbia,Kelowna,V09 2E9,Female,Bachelor,Married,Aurora,32961.15,Standard,2016,7,80212
325463,905907,2018,12,14,5,19,2603,260.0,0,0,Ontario,Toronto,P1L 8X8,Female,College,Married,Aurora,5560.28,Standard,2015,12,79381
325487,905909,2018,12,1,0,1,351,35.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Divorced,Star,2957.1,Standard,2015,1,100956
325511,906158,2018,12,15,5,20,2320,232.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,College,Married,Aurora,7331.51,Standard,2012,12,79381
325535,906178,2018,12,4,0,4,1720,172.0,0,0,Ontario,Thunder Bay,K8T 5M5,Female,High School or Below,Married,Star,6111.05,Standard,2017,10,66467
325559,906217,2018,12,3,1,4,1240,124.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Married,Aurora,34611.38,Standard,2018,10,46607
325583,906262,2018,12,4,0,4,1044,104.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Divorced,Nova,5284.31,Standard,2012,9,59450
325607,906267,2018,12,12,0,12,2808,280.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Married,Nova,13464.6,Standard,2016,10,92929
325631,906316,2018,9,13,0,13,1833,183.0,0,0,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,Married,Star,6481.53,Standard,2016,2,54363
325655,906346,2018,12,17,0,17,2635,263.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Divorced,Aurora,6091.9,Standard,2016,5,79655
325679,906396,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1F 2R2,Male,College,Single,Star,4606.27,Standard,2016,1,79381
325703,906428,2018,12,13,0,13,2912,291.0,0,0,Yukon,Whitehorse,Y2K 6R0,Male,Bachelor,Married,Star,10018.66,2018 Promotion,2018,4,57297
325727,906468,2018,12,3,0,3,2736,273.0,0,0,Quebec,Montreal,H2Y 4R4,Male,Bachelor,Married,Star,3528.04,Standard,2012,7,54794
325751,906615,2018,12,11,3,14,2170,217.0,0,0,Ontario,Sudbury,M5V 1G5,Male,College,Married,Aurora,8607.48,Standard,2014,11,79381
325775,906623,2018,12,5,0,5,1415,141.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Single,Aurora,5243.45,Standard,2017,8,102546
325799,906715,2018,12,2,2,4,676,67.0,0,0,Saskatchewan,Regina,S6J 3G0,Female,College,Married,Nova,8392.62,2018 Promotion,2018,2,79381
325823,906780,2018,11,0,0,0,0,0.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Divorced,Nova,2914.96,Standard,2014,10,59569
325847,906826,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 4R4,Male,College,Single,Nova,6051.8,Standard,2016,2,79381
325871,906836,2018,12,14,8,22,4884,488.0,0,0,Alberta,Banff,T4V 1D4,Female,Bachelor,Married,Star,5744.23,Standard,2015,3,82388
325895,906848,2018,11,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,Married,Nova,5143.65,Standard,2013,12,74672
325919,906852,2018,12,17,4,21,4515,451.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Bachelor,Married,Star,2668.73,Standard,2014,11,70209
325943,906884,2018,12,0,0,0,0,0.0,0,0,Alberta,Calgary,T3E 2V9,Female,Bachelor,Married,Star,7920.11,Standard,2018,12,97240
325967,906946,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M1R 4K3,Female,Bachelor,Married,Aurora,7388.18,Standard,2012,10,52990
325991,907015,2018,12,11,2,13,1300,130.0,0,0,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,Married,Nova,7154.09,Standard,2018,5,52545
326015,907025,2018,12,5,0,5,2725,272.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Bachelor,Single,Nova,12157.33,Standard,2013,8,73945
326039,907038,2018,12,9,0,9,3843,384.0,0,0,Ontario,Sudbury,M5V 1G5,Female,College,Single,Aurora,6725.04,Standard,2017,12,79381
326063,907157,2018,12,4,0,4,2056,205.0,0,0,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,Married,Star,5709.36,Standard,2017,1,87264
326087,907209,2018,12,4,0,4,3100,310.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,Divorced,Nova,11121.62,Standard,2015,1,64322
326111,907252,2018,12,17,8,25,3950,395.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,College,Divorced,Aurora,14862.76,Standard,2015,5,79381
326135,907324,2018,12,1,1,2,252,25.0,0,0,Quebec,Montreal,H4G 3T4,Male,Doctor,Single,Star,2311.21,Standard,2017,10,229266
326159,907544,2018,12,1,0,1,827,82.0,0,0,Ontario,Toronto,M2M 6J7,Female,Bachelor,Married,Star,4433.97,Standard,2013,10,68972
326183,907595,2018,11,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,High School or Below,Married,Star,4177.88,Standard,2018,11,47663
326207,907636,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Male,College,Single,Nova,6439.33,Standard,2012,7,79381
326231,907743,2018,12,16,7,23,2691,269.0,0,0,Ontario,Toronto,M1R 4K3,Male,College,Married,Aurora,5029.64,Standard,2018,9,79381
326255,907858,2018,12,16,7,23,1840,184.0,0,0,Quebec,Hull,J8Y 3Z5,Female,College,Single,Star,28435.64,Standard,2013,2,79381
326279,907934,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,High School or Below,Married,Nova,6921.97,Standard,2013,4,52717
326303,907945,2018,12,0,0,0,0,0.0,0,0,Ontario,London,M5B 3E4,Male,College,Divorced,Aurora,16152.9,Standard,2014,12,79381
326327,908006,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Doctor,Divorced,Star,4059.57,2018 Promotion,2018,4,179094
326351,908120,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,High School or Below,Married,Aurora,9269.68,Standard,2013,9,76905
326375,908123,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Married,Aurora,5437.91,Standard,2014,5,48985
326399,908201,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Married,Star,2927.07,Standard,2018,11,87289
326423,908246,2018,12,13,0,13,1950,195.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,Married,Aurora,7326.54,Standard,2013,3,77523
326447,908248,2018,12,0,0,0,0,0.0,0,0,Prince Edward Island,Charlottetown,C1A 6E8,Male,High School or Below,Married,Star,12516.92,Standard,2015,4,44469
326471,908301,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1F 2R2,Female,Bachelor,Married,Star,5686.96,Standard,2017,12,54036
326495,908519,2018,12,9,5,14,4200,420.0,0,0,Newfoundland,St. John's,A1C 6H9,Female,College,Single,Star,7755.21,Standard,2012,8,79381
326519,908580,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,Divorced,Nova,4371.19,Standard,2014,11,73410
326543,908643,2018,12,2,2,4,2816,281.0,0,0,Ontario,Toronto,M1R 4K3,Male,College,Single,Star,2470.12,Standard,2017,10,79381
326567,908728,2018,12,12,0,12,3516,351.0,0,0,Ontario,Toronto,P2T 6G3,Female,Bachelor,Married,Nova,5463.91,Standard,2013,5,64327
326591,908801,2018,12,8,0,8,2040,204.0,0,0,Ontario,Toronto,P1W 1K4,Female,College,Married,Star,2795.32,Standard,2018,8,79381
326615,908844,2018,12,14,7,21,2730,273.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,College,Married,Star,9709.75,Standard,2013,6,79381
326639,908882,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Divorced,Star,2530.33,Standard,2018,5,68916
326663,908994,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Single,Nova,5511.49,Standard,2015,1,89735
326687,909020,2018,12,11,7,18,2934,293.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Nova,5150.42,Standard,2017,10,79931
326711,909068,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Star,19185.07,2018 Promotion,2018,3,57753
326735,909075,2018,12,17,0,17,3485,348.0,0,0,British Columbia,Kelowna,V09 2E9,Male,High School or Below,Divorced,Star,8123.96,2018 Promotion,2018,4,58756
326759,909106,2018,12,17,9,26,3978,397.0,0,0,Ontario,Toronto,M8Y 4K8,Female,Bachelor,Married,Nova,10392.96,Standard,2018,9,100322
326783,909134,2018,12,14,0,14,2436,243.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,College,Single,Star,4463.0,Standard,2016,5,79381
326807,909238,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Nova,5170.45,2018 Promotion,2018,2,57762
326831,909242,2018,12,14,0,14,1260,126.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Married,Star,7854.96,Standard,2016,8,50477
326855,909260,2018,12,4,4,8,712,71.0,0,0,Ontario,Kingston,M9K 2P4,Male,Bachelor,Divorced,Aurora,11692.01,Standard,2012,12,61578
326879,909328,2018,12,2,0,2,1824,182.0,0,0,Quebec,Montreal,H2Y 4R4,Female,College,Single,Nova,13883.33,Standard,2016,12,79381
326903,909385,2018,11,0,0,0,0,0.0,0,0,Ontario,Sudbury,M5V 1G5,Male,High School or Below,Single,Star,4564.51,Standard,2016,3,44510
326927,909476,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2Z 4K1,Male,Bachelor,Married,Star,4330.39,Standard,2017,4,76159
326951,909483,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,Bachelor,Divorced,Star,16979.8,Standard,2012,7,57587
326975,909503,2018,12,17,0,17,4454,445.0,0,0,Quebec,Montreal,H2T 9K8,Female,Bachelor,Single,Star,2481.84,Standard,2015,1,88978
326999,909543,2018,12,3,0,3,3807,380.0,0,0,Quebec,Montreal,H4G 3T4,Female,Bachelor,Married,Nova,7783.78,Standard,2013,8,67535
327023,909547,2018,12,4,4,8,3728,372.0,0,0,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,Married,Star,5759.01,2018 Promotion,2018,4,54567
327047,909677,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,College,Single,Nova,4463.0,Standard,2016,8,79381
327071,909727,2018,12,5,2,7,1911,191.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Bachelor,Divorced,Star,2531.74,2018 Promotion,2018,3,55317
327095,909800,2018,12,4,2,6,2148,214.0,0,0,Alberta,Edmonton,T9G 1W3,Female,College,Married,Nova,7341.86,Standard,2017,7,79381
327119,909845,2018,12,0,0,0,0,0.0,0,0,Ontario,Sudbury,M5V 1G5,Male,Bachelor,Married,Star,2471.28,Standard,2017,6,53799
327143,909854,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,College,Divorced,Star,4838.98,Standard,2016,1,79381
327167,910028,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Female,Bachelor,Divorced,Nova,5334.78,Standard,2012,8,86500
327191,910056,2018,12,17,0,17,2584,258.0,0,0,Yukon,Whitehorse,Y2K 6R0,Female,Bachelor,Single,Star,9547.71,Standard,2014,11,57458
327215,910092,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Bachelor,Married,Star,2592.44,Standard,2013,11,84901
327239,910093,2018,12,6,5,11,2508,250.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Bachelor,Divorced,Aurora,5757.44,Standard,2018,10,97030
327263,910142,2018,12,17,9,26,4186,418.0,0,0,Ontario,Toronto,M8Y 4K8,Male,College,Married,Star,7672.68,Standard,2013,6,79381
327287,910157,2018,12,5,5,10,2150,215.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Married,Aurora,5447.2,Standard,2017,9,82262
327311,910336,2018,12,5,2,7,574,57.0,588,48,Ontario,Trenton,K8V 4B2,Female,College,Single,Star,4595.04,Standard,2018,10,79381
327335,910373,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Male,Bachelor,Married,Star,2688.86,Standard,2013,11,55914
327359,910391,2018,12,17,3,20,2340,234.0,0,0,Alberta,Calgary,T3E 2V9,Female,Bachelor,Single,Aurora,8346.98,Standard,2013,1,67220
327383,910416,2018,12,13,0,13,3159,315.0,0,0,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,Married,Nova,20266.5,Standard,2018,8,47670
327407,910576,2018,12,0,0,0,0,0.0,0,0,Ontario,Sudbury,M5V 1G5,Male,Bachelor,Single,Nova,3237.92,Standard,2012,6,75883
327431,910645,2018,12,1,0,1,3513,351.0,0,0,Ontario,Toronto,M1R 4K3,Female,Bachelor,Single,Nova,12902.56,Standard,2017,12,95265
327455,910716,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,College,Married,Star,14827.91,Standard,2015,9,79381
327479,910809,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2Z 4K1,Male,Bachelor,Married,Star,7879.93,Standard,2018,5,65350
327503,910875,2018,12,11,0,11,1760,176.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Bachelor,Married,Star,3966.13,Standard,2012,11,84914
327527,910969,2018,12,12,7,19,4332,433.0,0,0,Ontario,Toronto,M1R 4K3,Male,College,Married,Star,8717.56,Standard,2014,2,79381
327551,911003,2018,12,15,0,15,1380,138.0,0,0,Ontario,Toronto,P1L 8X8,Male,High School or Below,Single,Star,6529.43,Standard,2017,7,46318
327575,911089,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M1R 4K3,Female,Bachelor,Married,Nova,7524.44,Standard,2014,9,47962
327599,911372,2018,12,8,0,8,2568,256.0,0,0,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,Married,Nova,3528.04,Standard,2013,7,54794
327623,911503,2018,12,6,0,6,3912,391.0,0,0,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,Divorced,Nova,18370.57,Standard,2016,3,68245
327647,911585,2018,12,12,0,12,1692,169.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Nova,2862.56,Standard,2016,9,87780
327671,911655,2018,12,9,4,13,1001,100.0,0,0,Ontario,Toronto,P1L 8X8,Male,High School or Below,Married,Aurora,5652.72,Standard,2016,7,52054
327695,911663,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Male,Bachelor,Divorced,Star,5824.22,Standard,2014,12,86039
327719,911668,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Moncton,E1A 2A7,Male,Master,Divorced,Star,2538.63,Standard,2013,2,97596
327743,911723,2018,12,14,2,16,1552,155.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Single,Nova,26511.6,Standard,2018,6,52961
327767,911744,2018,12,11,0,11,1969,196.0,0,0,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,Married,Star,2725.36,2018 Promotion,2018,3,58725
327791,911812,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Star,8717.05,Standard,2014,2,93261
327815,911906,2018,11,0,0,0,0,0.0,0,0,Newfoundland,St. John's,A1C 6H9,Male,Bachelor,Divorced,Star,9082.83,Standard,2012,10,57101
327839,911920,2018,12,0,0,0,0,0.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Married,Nova,7865.18,Standard,2012,9,87147
327863,911971,2018,12,3,3,6,576,57.0,0,0,Ontario,Kingston,M9K 2P4,Male,College,Married,Star,2361.74,Standard,2017,5,79381
327887,912064,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Female,Bachelor,Divorced,Aurora,5898.73,Standard,2016,11,71420
327911,912128,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Bachelor,Married,Aurora,8982.85,Standard,2017,7,63730
327935,912220,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,High School or Below,Single,Star,4097.37,Standard,2013,8,60370
327959,912293,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T3G 6Y6,Female,Bachelor,Married,Aurora,5426.86,Standard,2014,9,48814
327983,912352,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Divorced,Nova,8427.17,Standard,2018,5,65935
328007,912396,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H4G 3T4,Male,Bachelor,Married,Star,15512.25,Standard,2013,3,72031
328031,912539,2018,12,14,0,14,3794,379.0,0,0,Quebec,Montreal,H2T 2J6,Female,College,Divorced,Nova,5380.09,Standard,2017,10,79381
328055,912588,2018,11,9,0,9,1467,146.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,College,Married,Nova,7799.44,Standard,2013,4,79381
328079,912633,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,College,Married,Nova,60556.19,2018 Promotion,2018,2,79381
328103,912757,2018,12,14,5,19,3781,378.0,0,0,Alberta,Edmonton,T9G 1W3,Male,Bachelor,Divorced,Aurora,5489.21,Standard,2015,7,69184
328127,912797,2018,12,7,0,7,3388,338.0,0,0,Ontario,Toronto,P1W 1K4,Female,College,Married,Star,5292.63,Standard,2017,2,79381
328151,912940,2018,12,9,4,13,1222,122.0,0,0,Ontario,Trenton,K8V 4B2,Male,Doctor,Married,Aurora,37150.83,Standard,2018,7,145343
328175,912957,2018,11,7,0,7,1085,108.0,0,0,Newfoundland,St. John's,A1C 6H9,Male,Master,Single,Star,3304.76,Standard,2012,10,114637
328199,912984,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Master,Divorced,Aurora,10408.97,Standard,2013,9,102782
328223,913060,2018,12,2,0,2,3354,335.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Doctor,Divorced,Nova,10831.13,Standard,2014,5,214092
328247,913153,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Aurora,12280.77,Standard,2018,8,96550
328271,913156,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,Single,Nova,16796.34,Standard,2018,12,80770
328295,913233,2018,12,15,0,15,2580,258.0,0,0,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,Single,Star,2670.64,Standard,2013,6,70376
328319,913449,2018,12,5,1,6,4182,418.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Married,Star,2628.66,Standard,2017,9,93255
328343,913522,2018,10,8,3,11,704,70.0,603,49,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,Married,Nova,9080.6,Standard,2016,12,83022
328367,913571,2018,12,1,1,2,1366,136.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,College,Single,Nova,4661.98,Standard,2014,1,79381
328391,913721,2018,12,0,0,0,0,0.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Female,Bachelor,Married,Nova,7731.71,Standard,2014,7,59264
328415,913809,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Female,Bachelor,Married,Nova,2926.83,Standard,2014,2,51109
328439,913866,2018,12,2,2,4,768,76.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,Divorced,Star,9772.74,Standard,2016,5,75318
328463,913895,2018,12,14,0,14,4018,401.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,College,Married,Nova,26570.34,Standard,2015,7,79381
328487,913949,2018,12,6,5,11,2057,205.0,0,0,Alberta,Edmonton,T3G 6Y6,Male,Bachelor,Divorced,Nova,4889.25,Standard,2013,3,63032
328511,913981,2018,12,4,4,8,4104,410.0,0,0,Ontario,Toronto,M2P 4F6,Male,Bachelor,Married,Aurora,5251.98,Standard,2016,1,75473
328535,914044,2018,12,11,0,11,924,92.0,0,0,Alberta,Calgary,T3E 2V9,Male,Bachelor,Married,Nova,18211.14,Standard,2017,1,71194
328559,914074,2018,12,10,5,15,1725,172.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Married,Aurora,16675.9,Standard,2018,8,74234
328583,914088,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Doctor,Single,Aurora,8564.77,Standard,2016,9,217943
328607,914255,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Male,College,Single,Star,4217.86,Standard,2015,11,79381
328631,914316,2018,12,6,1,7,2646,264.0,0,0,Quebec,Montreal,H2Y 2W2,Female,Doctor,Married,Nova,5452.63,Standard,2014,12,144697
328655,914352,2018,12,4,0,4,3568,356.0,0,0,Ontario,Kingston,M9K 2P4,Male,College,Married,Aurora,7999.25,Standard,2018,10,79381
328679,914368,2018,11,0,0,0,0,0.0,0,0,Quebec,Montreal,H4G 3T4,Female,College,Married,Star,2320.52,Standard,2012,9,79381
328703,914514,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Single,Star,2617.18,Standard,2013,4,103866
328727,914609,2018,12,13,0,13,845,84.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,Single,Aurora,10551.15,Standard,2017,3,69183
328751,914799,2018,12,17,2,19,2204,220.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Married,Nova,4374.04,2018 Promotion,2018,4,25257
328775,914920,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,College,Divorced,Star,6811.58,Standard,2013,12,79381
328799,914937,2018,11,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Male,Bachelor,Married,Star,13502.63,Standard,2016,6,73779
328823,915009,2018,12,0,0,0,0,0.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,College,Single,Aurora,27287.5,Standard,2013,7,79381
328847,915147,2018,12,8,0,8,1480,148.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,Bachelor,Married,Nova,5600.01,Standard,2015,5,78461
328871,915156,2018,12,0,0,0,0,0.0,0,0,Manitoba,Winnipeg,R2C 0M5,Male,Bachelor,Married,Star,2544.34,Standard,2014,4,61951
328895,915164,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1W 1K4,Female,Bachelor,Married,Nova,5643.72,Standard,2015,9,56286
328919,915194,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Single,Aurora,7432.86,Standard,2013,1,74962
328943,915198,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Divorced,Nova,14166.2,Standard,2012,9,81364
328967,135872,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Male,High School or Below,Divorced,Aurora,9927.05,Standard,2015,2,59334
328991,915286,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,College,Married,Aurora,11360.46,Standard,2012,12,79381
329015,915287,2018,12,11,0,11,3740,374.0,0,0,Quebec,Montreal,H4G 3T4,Male,Bachelor,Single,Nova,3815.85,Standard,2018,11,60189
329039,915571,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Male,Master,Single,Star,4334.06,Standard,2015,7,114551
329063,915638,2018,12,11,0,11,4422,442.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,Bachelor,Married,Aurora,5461.97,Standard,2016,11,63116
329087,915846,2018,12,17,0,17,3298,329.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Single,Star,2378.67,Standard,2012,10,71972
329111,915902,2018,12,9,0,9,2808,280.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,Single,Star,8716.37,Standard,2017,7,52939
329135,915927,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Married,Aurora,5821.68,Standard,2015,3,88663
329159,915933,2018,11,11,0,11,3267,326.0,0,0,Ontario,Toronto,P5S 6R4,Male,College,Single,Star,2652.29,Standard,2015,11,79381
